Number,Order of Magnitude,Time
942636133008193,14,6.439936
230003458832089,14,5.185536
283531474604617,14,5.343232
9277979332280861,15,12.132352
4003189736599757,15,8.994816
9565796668783953,15,13.216768
5556932998400393,15,10.937344
8175153828074567,15,12.50816
2841138820069749,15,8.209408
5124315871546977,15,9.741312
3773880268050291,15,8.853504
1880950522431021,15,7.958528
3979974430492263,15,8.984576
9777415987463191,15,12.401664
3300392116842187,15,8.53504
6583506274799659,15,10.980352
5618361465169289,15,10.062848
9734379792756841,15,13.124608
2796758690463319,15,8.192
8363333433371841,15,11.66336
6511342024680229,15,11.236352
9575369082283343,15,13.229056
7709638902504663,15,12.242944
8130263634575497,15,12.47232
8708557066183317,15,13.082624
5539305037133261,15,10.779648
3514499704287181,15,9.424896
5221752528742711,15,9.800704
8493683070754983,15,12.531712
4239226133145167,15,9.145344
5530001810414359,15,10.0096
2859548705056073,15,8.231936
5969344905666209,15,10.285056
1944814232597767,15,7.48032
4092834430278689,15,9.05216
3353223133836907,15,8.809472
4456761999315419,15,10.041344
1608103591625263,15,8.090624
1424902266279259,15,6.979584
8307362189171131,15,11.656192
6455354399101329,15,11.50976
7237338738408131,15,12.030976
1220594514805193,15,6.770688
4782924114012033,15,10.418176
9253747057860639,15,13.146112
1515969096188687,15,7.068672
9959115171953607,15,12.50816
3746914868514891,15,8.834048
6420524393301791,15,11.498496
7478296087619081,15,12.09856
6400702064149799,15,11.485184
9041624067639309,15,12.7744
1876965783384473,15,8.327168
6228769387394287,15,10.448896
4544848481367559,15,9.485312
9094906166593063,15,12.988416
3327845136743799,15,8.55552
4717711315254827,15,10.37312
4963032199703773,15,10.385408
5721340272883639,15,10.140672
5141236012272191,15,10.719232
3879982081022707,15,8.91904
8259155346526281,15,12.54912
7937040882256743,15,12.182528
6174531610591627,15,10.4192
2981103400514447,15,8.749056
6561818222515461,15,11.573248
4809636448458359,15,10.288128
5119011007563399,15,9.736192
7789203235468279,15,11.358208
2521858950995103,15,8.882176
7943054324931129,15,12.228608
5939852600459467,15,11.184128
6166603903850959,15,10.6752
1229245189128303,15,6.808576
8083812926235013,15,11.511808
1066563949276187,15,6.573056
5200897683503577,15,10.704896
5726995997379347,15,11.035648
9968107938488741,15,13.246464
8248739669383589,15,12.53376
4539412089827897,15,9.792512
2746952398473637,15,8.18176
6851191532370789,15,11.727872
2665044799431113,15,8.993792
4973505518402147,15,9.648128
3094374613133159,15,8.869888
4062214092196827,15,9.068544
6490398037243717,15,10.642432
1117043438396971,15,7.558144
3600866365405321,15,9.657344
2664643567459943,15,8.646656
2508074701516091,15,7.991296
2010166846538591,15,7.57712
7332810172317359,15,12.01152
6842103743867083,15,10.816512
1624893694686881,15,7.18336
6677767572685597,15,11.626496
4770938349418439,15,10.418176
3826031877257933,15,9.720832
9558318165203547,15,13.216768
3380210156909557,15,8.594432
1449845609253997,15,7.48544
37983504926907059,16,22.074368
26732253102474313,16,19.567616
54664838014548617,16,25.571327
12817734769328849,16,14.546944
59244476752755287,16,26.454016
31460813491516369,16,20.559872
86232546180348603,16,31.956991
63769606831941347,16,27.250689
79016938242523169,16,30.75584
46199542558865409,16,23.905279
49437363186473353,16,25.516031
77720033510414543,16,30.579712
18822032807467061,16,16.992256
60039753764797329,16,26.592257
12024150913123661,16,13.437952
81311984251850897,16,30.327808
17826685622137091,16,16.693249
46936975201221727,16,24.658943
55733190701645047,16,25.760769
44953181439503841,16,24.261633
60468311544312633,16,26.687489
42545495751362357,16,23.108608
52055646023744747,16,25.074688
49590236047850837,16,25.187328
91598444579550153,16,32.603134
31309496656377199,16,20.548609
25397224890356871,16,18.954241
22182671598018563,16,18.03264
57705857241221277,16,26.924032
27385442928600571,16,19.486719
65129199581043037,16,27.559937
70800628223840277,16,29.426687
29009371737343011,16,20.676607
19889986718499121,16,16.590849
26971493944384387,16,19.403776
90592196055657947,16,32.594944
41357684810488913,16,23.885824
13240647619363349,16,13.968384
97494512834504049,16,33.542145
94247675201075873,16,32.172031
89466307912310253,16,32.440319
16532079503141047,16,16.239616
42195844478299233,16,23.947264
31720929550367913,16,20.457472
71367694058554741,16,29.624319
89275905790408449,16,32.340992
69518002781341681,16,28.288
80550241146394713,16,30.065664
47500806764944183,16,24.019968
79679286403892303,16,30.894079
50099225434762359,16,25.12896
62301607489228313,16,27.591681
38630324302110781,16,23.143423
15259627710862543,16,15.939584
47873812485338043,16,24.04352
98553308388445103,16,33.739777
35109693003976037,16,21.41696
59164091056388203,16,26.399744
78199356174674869,16,30.639105
90343728970355861,16,32.340992
29894393158088251,16,19.977217
14673901671448467,16,15.5136
12231496719544593,16,14.44352
33099073420228191,16,20.771839
87447985051560597,16,32.101376
28167380677376429,16,20.192257
87783231454300329,16,32.157696
16798336374007097,16,16.308224
93638852205318919,16,32.275455
16028612671695997,16,16.022528
71793794435680981,16,28.650496
80059816029250647,16,30.947329
85118378882619959,16,31.730688
86728658840566961,16,31.282175
56397781975129849,16,26.87488
56227754045375951,16,26.959871
33935902739065569,16,21.150721
74455386886367981,16,29.111296
34336023774899719,16,21.265408
60924382740619349,16,27.527168
61431038996947327,16,26.817535
10823179116378009,16,13.83936
49412197981966767,16,24.518656
41035708846740237,16,22.755327
21876732560248019,16,17.801216
23277669503169569,16,18.390017
60370869455641111,16,27.592705
76771829319441967,16,30.716928
34158313583251789,16,21.18656
22511586638978483,16,18.144257
23555460682542053,16,18.436096
32273225084627511,16,20.603264
95429252666050213,16,33.320961
30227474979982087,16,21.317633
71630720888052479,16,29.576193
92026820629784903,16,32.787457
88266211336691257,16,32.196609
93579477025174173,16,33.036289
14538859979744167,16,15.4368
93523954131530569,16,33.011711
337799677977717563,17,59.922432
837418573323397393,17,92.535805
691734820405244521,17,83.732483
510236401085680197,17,72.388611
835265054847210991,17,91.66848
616159717577043881,17,79.776772
528164266696568687,17,73.430016
853725163464312221,17,92.528641
890835859562119481,17,95.01696
172896662734049723,17,43.032578
907186592437155589,17,97.087486
342791734809632327,17,60.676098
962856703504383141,17,99.02285
694104220008644791,17,82.952194
373454207387402611,17,61.561855
222409911912416761,17,48.125954
362390487779336329,17,59.903999
166557888381986399,17,42.415104
532865211034012843,17,72.569855
580414820964494707,17,75.8825
822213793963611911,17,89.569283
321091066061265833,17,57.539585
133621464177213851,17,37.541889
138722275076357713,17,38.33139
459581937823485437,17,67.715073
141864039455421783,17,38.664192
923246289754086627,17,94.234627
706574969074413007,17,83.302399
441180451748123463,17,66.072578
249873693439642311,17,50.434048
533830805614752829,17,73.035774
486016300097805811,17,69.79277
461726031190082169,17,67.580925
567942894480230791,17,76.275711
595677185964739017,17,78.722046
656733732379583161,17,82.07872
139182517198459197,17,39.115776
909965821572343663,17,96.737282
485866655720561591,17,70.44915
975877190061102093,17,98.457603
907663267288795077,17,92.127235
856072291422462001,17,89.520126
154675953053902563,17,40.45517
838912036821074701,17,88.648705
211901501969644001,17,45.732864
659506319290355967,17,79.429634
965316517331814739,17,96.055298
134722083558814773,17,37.127167
918977252328665807,17,93.131775
943193487783947441,17,94.298111
787369138230724827,17,86.209534
853779834935682081,17,90.250237
390302374039897951,17,61.825024
385052494589336821,17,60.389378
867372192456723293,17,89.934845
938207894165735283,17,92.988419
151384513921766023,17,40.085503
761071527083720303,17,84.71962
775199563959853269,17,85.52858
428216322085927287,17,64.559105
854677671901474693,17,89.818115
167535142111062047,17,41.72493
780453349195674219,17,85.826561
525146332935268679,17,70.631424
610704381051392431,17,76.357635
389144280664345933,17,61.888512
139568686457784437,17,37.682175
989354918839084867,17,96.086014
191266254822506327,17,43.389954
827945563092264669,17,87.939491
333295962758896467,17,58.881023
471883955991196539,17,67.307518
220598203488674343,17,47.188992
123891333922522769,17,35.755009
296160451479183023,17,54.528
239446942867023863,17,49.241089
644196902545401149,17,77.790207
472024921634589691,17,67.238914
933227838688811303,17,92.387329
479431090284831213,17,67.864578
225258875015719103,17,47.65184
420155940175756293,17,63.568897
630039871582528731,17,77.502464
910226717959386719,17,92.695549
404126340628810197,17,62.910465
311212434271172251,17,55.199745
742693145774208009,17,83.925407
523915936068670053,17,70.476799
395579289038019263,17,62.234623
694548528969286939,17,80.533501
817252363417794979,17,87.935997
466556933052416089,17,67.190781
147423891670845319,17,38.729729
767502135758300917,17,84.880386
709209270899513379,17,82.561028
491282046249811237,17,68.045822
621595058616868893,17,76.351486
278066262159223597,17,52.286465
752307306327014721,17,84.397057
615822972490071147,17,77.550591
