Number,Order of Magnitude,Time
5618361465169289,15,0.0004
9734379792756841,15,0.0232
2796758690463319,15,0.003
8363333433371841,15,0.0001
6511342024680229,15,0.0002
9575369082283343,15,0.673
7709638902504663,15,0.0002
8130263634575497,15,0.0005
8708557066183317,15,0.0002
5539305037133261,15,0.0026
3514499704287181,15,331.005
5221752528742711,15,0.0002
8493683070754983,15,0.0001
4239226133145167,15,0.0003
5530001810414359,15,218.335
2859548705056073,15,300.439
5969344905666209,15,0.0021
1944814232597767,15,0.0003
4092834430278689,15,0.0017
3353223133836907,15,0.0034
4456761999315419,15,0.0003
1608103591625263,15,223.476
1424902266279259,15,0.0003
8307362189171131,15,0.0008
6455354399101329,15,0.0002
7237338738408131,15,0.0088
1220594514805193,15,0.0002
4782924114012033,15,0.0002
9253747057860639,15,0.0002
1515969096188687,15,0.0003
9959115171953607,15,0.0002
3746914868514891,15,0.0002
6420524393301791,15,453.483
7478296087619081,15,0.0005
6400702064149799,15,0.0002
9041624067639309,15,0.0002
1876965783384473,15,0.0004
6228769387394287,15,0.2123
4544848481367559,15,0.0022
9094906166593063,15,531.469
3327845136743799,15,0.0002
4717711315254827,15,0.0004
4963032199703773,15,0.0002
5721340272883639,15,0.0004
5141236012272191,15,0.0002
3879982081022707,15,0.0002
8259155346526281,15,0.0002
7937040882256743,15,0.0002
6174531610591627,15,366.972
2981103400514447,15,0.0002
6561818222515461,15,0.0002
4809636448458359,15,0.0002
5119011007563399,15,0.0002
7789203235468279,15,0.0062
2521858950995103,15,0.0002
7943054324931129,15,0.0002
5939852600459467,15,0.0214
6166603903850959,15,0.0004
1229245189128303,15,0.0002
8083812926235013,15,0.0002
1066563949276187,15,0.0005
5200897683503577,15,0.0002
5726995997379347,15,0.0012
9968107938488741,15,0.0064
8248739669383589,15,0.0004
4539412089827897,15,0.2315
2746952398473637,15,292.604
6851191532370789,15,0.0002
2665044799431113,15,0.0002
4973505518402147,15,401.858
3094374613133159,15,0.0008
4062214092196827,15,0.0002
6490398037243717,15,0.0003
1117043438396971,15,0.0003
3600866365405321,15,2.2612
2664643567459943,15,0.0124
2508074701516091,15,0.0026
2010166846538591,15,0.0003
7332810172317359,15,477.351
6842103743867083,15,0.0008
1624893694686881,15,0.0007
6677767572685597,15,459.229
4770938349418439,15,0.0002
3826031877257933,15,0.0002
9558318165203547,15,0.0002
3380210156909557,15,0.0005
1449845609253997,15,0.0003
37983504926907059,16,0.0002
26732253102474313,16,0.0006
54664838014548617,16,0.1883
12817734769328849,16,633.69
59244476752755287,16,0.0002
31460813491516369,16,0.0003
86232546180348603,16,0.0001
63769606831941347,16,0.0004
79016938242523169,16,0.0002
46199542558865409,16,0.0002
49437363186473353,16,0.0002
77720033510414543,16,0.0661
18822032807467061,16,767.11
60039753764797329,16,0.0001
12024150913123661,16,0.0002
81311984251850897,16,0.0003
17826685622137091,16,0.0002
46936975201221727,16,0.0027
55733190701645047,16,798.332
44953181439503841,16,0.0002
60468311544312633,16,0.0001
42545495751362357,16,0.0002
52055646023744747,16,0.0126
49590236047850837,16,56.9891
91598444579550153,16,0.0002
31309496656377199,16,0.0003
25397224890356871,16,0.0001
22182671598018563,16,124.387
57705857241221277,16,0.0001
27385442928600571,16,0.0011
65129199581043037,16,0.0002
70800628223840277,16,0.0002
29009371737343011,16,0.0002
19889986718499121,16,0.0002
26971493944384387,16,18.6374
90592196055657947,16,0.0002
41357684810488913,16,0.0002
13240647619363349,16,0.0015
97494512834504049,16,0.0002
94247675201075873,16,0.0412
89466307912310253,16,0.0002
16532079503141047,16,0.7528
42195844478299233,16,0.0002
31720929550367913,16,0.0002
71367694058554741,16,489.363
89275905790408449,16,0.0002
69518002781341681,16,0.0003
80550241146394713,16,0.0002
47500806764944183,16,0.0005
79679286403892303,16,0.0004
50099225434762359,16,0.0002
62301607489228313,16,0.003
38630324302110781,16,20.5493
15259627710862543,16,0.0008
47873812485338043,16,0.0002
98553308388445103,16,0.2637
35109693003976037,16,0.0003
59164091056388203,16,0.2446
78199356174674869,16,0.0032
90343728970355861,16,0.0003
29894393158088251,16,0.0006
14673901671448467,16,0.0001
12231496719544593,16,0.0003
33099073420228191,16,0.0002
87447985051560597,16,0.0002
28167380677376429,16,0.0003
87783231454300329,16,0.0002
16798336374007097,16,0.0003
93638852205318919,16,0.0004
16028612671695997,16,706.699
71793794435680981,16,1497.94
80059816029250647,16,0.0002
85118378882619959,16,0.0003
86728658840566961,16,0.0008
56397781975129849,16,0.2641
56227754045375951,16,1.0912
33935902739065569,16,0.0002
74455386886367981,16,0.0002
34336023774899719,16,0.0115
60924382740619349,16,0.0002
61431038996947327,16,0.0018
10823179116378009,16,0.0002
49412197981966767,16,0.0002
41035708846740237,16,0.0002
21876732560248019,16,0.0006
23277669503169569,16,0.9683
60370869455641111,16,0.0011
76771829319441967,16,740.259
34158313583251789,16,4.3328
22511586638978483,16,0.0008
23555460682542053,16,0.0007
32273225084627511,16,0.0002
95429252666050213,16,0.0026
30227474979982087,16,0.0137
71630720888052479,16,0.2007
92026820629784903,16,0.0003
88266211336691257,16,1662.95
93579477025174173,16,0.0002
14538859979744167,16,0.0003
93523954131530569,16,0.0009
337799677977717563,17,0.0004
837418573323397393,17,2.0845
691734820405244521,17,1046.26
510236401085680197,17,0.0002
835265054847210991,17,0.1233
616159717577043881,17,0.0007
528164266696568687,17,4065.89
853725163464312221,17,0.0002
890835859562119481,17,0.0003
172896662734049723,17,0.0002
907186592437155589,17,0.0003
342791734809632327,17,0.89
962856703504383141,17,0.0001
694104220008644791,17,0.0005
373454207387402611,17,0.3527
222409911912416761,17,0.0003
362390487779336329,17,0.0002
166557888381986399,17,0.0021
532865211034012843,17,0.0002
580414820964494707,17,0.0021
822213793963611911,17,0.0005
321091066061265833,17,3172.19
133621464177213851,17,0.0002
138722275076357713,17,0.0002
459581937823485437,17,0.7107
141864039455421783,17,0.0002
923246289754086627,17,0.0002
706574969074413007,17,0.0003
441180451748123463,17,0.0003
249873693439642311,17,0.0002
533830805614752829,17,0.0091
486016300097805811,17,0.0003
461726031190082169,17,0.0002
567942894480230791,17,4211.03
595677185964739017,17,0.0002
656733732379583161,17,0.0021
139182517198459197,17,0.0002
909965821572343663,17,309.145
485866655720561591,17,0.0002
975877190061102093,17,0.0002
907663267288795077,17,0.0002
856072291422462001,17,0.4663
154675953053902563,17,0.0003
838912036821074701,17,0.0003
211901501969644001,17,0.0136
659506319290355967,17,0.0004
965316517331814739,17,0.0002
134722083558814773,17,0.0001
918977252328665807,17,0.2264
943193487783947441,17,0.0043
787369138230724827,17,0.0001
853779834935682081,17,0.0002
390302374039897951,17,3493.02
385052494589336821,17,0.0002
867372192456723293,17,0.0005
938207894165735283,17,0.0002
151384513921766023,17,0.0005
761071527083720303,17,0.0002
775199563959853269,17,0.0001
428216322085927287,17,0.0002
854677671901474693,17,3948.5
167535142111062047,17,0.0003
780453349195674219,17,0.0002
525146332935268679,17,0.0159
610704381051392431,17,0.0002
389144280664345933,17,0.0035
139568686457784437,17,0.0003
989354918839084867,17,0.0024
191266254822506327,17,0.1362
827945563092264669,17,0.0002
333295962758896467,17,0.0004
471883955991196539,17,0.0002
220598203488674343,17,0.0002
123891333922522769,17,0.0015
296160451479183023,17,0.0025
239446942867023863,17,0.0022
644196902545401149,17,0.0001
472024921634589691,17,0.0684
933227838688811303,17,0.0002
479431090284831213,17,0.0002
225258875015719103,17,0.0002
420155940175756293,17,0.0002
630039871582528731,17,0.0002
910226717959386719,17,0.0012
404126340628810197,17,0.0002
311212434271172251,17,0.0006
742693145774208009,17,0.0002
523915936068670053,17,0.0002
395579289038019263,17,0.0383
694548528969286939,17,0.002
817252363417794979,17,0.0009
466556933052416089,17,0.0002
147423891670845319,17,2157.26
767502135758300917,17,0.0002
709209270899513379,17,0.0001
491282046249811237,17,3921.98
621595058616868893,17,0.0002
278066262159223597,17,17.3641
752307306327014721,17,0.0002
615822972490071147,17,0.0002
